loss,accuracy,val_loss,val_accuracy
2.6600332260131836,0.2998850345611572,2.404008626937866,0.3638954758644104
0.937725305557251,0.7090305089950562,0.43449002504348755,0.8596199750900269
0.44713249802589417,0.8655766844749451,0.20018216967582703,0.9386381506919861
0.2722283899784088,0.9192745089530945,0.19996783137321472,0.9419635534286499
0.18146051466464996,0.9480137825012207,0.25763633847236633,0.9235154390335083
0.14553894102573395,0.9586665034294128,0.14219148457050323,0.9634204506874084
0.11531589925289154,0.9681440591812134,0.1958785504102707,0.9441013336181641
0.09748829901218414,0.973278820514679,0.1276286244392395,0.9677751660346985
0.08235961943864822,0.9778515696525574,0.1182844340801239,0.969437837600708
0.07739345729351044,0.9788734316825867,0.1517094224691391,0.9596991539001465
0.061932142823934555,0.9839059710502625,0.0996069386601448,0.9753760695457458
0.06287859380245209,0.9825776219367981,0.11420519649982452,0.9730799794197083
0.061198629438877106,0.9837527275085449,0.08943665772676468,0.979255735874176
0.05003529042005539,0.9866138696670532,0.15326133370399475,0.9658749103546143
0.047395024448633194,0.9877123236656189,0.08497588336467743,0.9800475239753723
0.03777690976858139,0.9903180599212646,0.13605532050132751,0.9722090363502502
0.04149654880166054,0.9886320233345032,0.1464955061674118,0.9696753621101379
0.04459691792726517,0.988555371761322,0.14274942874908447,0.9704671502113342
0.03490588441491127,0.9909311532974243,0.08469852060079575,0.9822644591331482
0.02915370836853981,0.9921829104423523,0.1441483497619629,0.9716547727584839
0.034223832190036774,0.990956723690033,0.15916280448436737,0.9672209024429321
0.03407156094908714,0.9910333156585693,0.11220366507768631,0.9749802350997925
0.026736438274383545,0.9934346675872803,0.14498889446258545,0.971417248249054
0.02439005859196186,0.9938433766365051,0.12704159319400787,0.9741092920303345
0.023966936394572258,0.9930003881454468,0.15585678815841675,0.9737133979797363
0.02702220343053341,0.9926938414573669,0.18274064362049103,0.965954065322876
0.025029558688402176,0.9937922954559326,0.5382819771766663,0.936262845993042
0.02336220070719719,0.9936390519142151,0.14725692570209503,0.9745843410491943
0.021042125299572945,0.9943287968635559,0.31248319149017334,0.9306413531303406
0.025571756064891815,0.9930259585380554,0.16829992830753326,0.966587483882904
