loss,accuracy,val_loss,val_accuracy
3.1070947647094727,0.22699150443077087,4.02030086517334,0.054631829261779785
1.4788181781768799,0.5483018159866333,4.670778751373291,0.054631829261779785
0.8256218433380127,0.745180070400238,6.972745895385742,0.054631829261779785
0.47572559118270874,0.8597283959388733,10.324494361877441,0.03317498043179512
0.30971184372901917,0.9111236333847046,0.3202226459980011,0.9053048491477966
0.23437701165676117,0.9353322982788086,0.19249677658081055,0.9407759308815002
0.16158489882946014,0.9557415246963501,0.1244249939918518,0.9619160890579224
0.13657134771347046,0.9637511968612671,0.0970027893781662,0.9718131422996521
0.10504154115915298,0.9715554714202881,0.20423054695129395,0.9471100568771362
0.09642500430345535,0.9754832983016968,0.17274080216884613,0.9532066583633423
0.08063188940286636,0.9785895943641663,0.2396039217710495,0.9378464221954346
0.08278969675302505,0.97728031873703,0.11065780371427536,0.9718131422996521
0.07315628975629807,0.9813364744186401,0.1380719095468521,0.9660332798957825
0.06527481228113174,0.9827484488487244,0.1976163536310196,0.9521773457527161
0.050560466945171356,0.9869586229324341,0.18630057573318481,0.9547901749610901
0.05379711836576462,0.9864965677261353,0.14567109942436218,0.964845597743988
0.057840194553136826,0.9843401312828064,0.19575439393520355,0.9517814517021179
0.0476733073592186,0.9864451885223389,0.11441026628017426,0.9747426509857178
0.04688366875052452,0.9880625605583191,0.12241549044847488,0.9721298217773438
0.036960847675800323,0.9905527234077454,0.10508747398853302,0.976642906665802
0.04204210638999939,0.9891150593757629,0.11901190876960754,0.9712588787078857
0.0400889627635479,0.9895258545875549,0.07943318784236908,0.9797307848930359
0.034968066960573196,0.9910661578178406,0.1006762832403183,0.9771179556846619
0.028983334079384804,0.9923497438430786,0.09968496859073639,0.9763262271881104
0.028060948476195335,0.9927348494529724,0.1016850620508194,0.9777513742446899
0.02792598493397236,0.992401123046875,0.11513806134462357,0.9712588787078857
0.031233541667461395,0.992195725440979,0.1470784991979599,0.9688836336135864
0.031578484922647476,0.9921444058418274,0.13758215308189392,0.970308780670166
0.033387571573257446,0.9913228750228882,3.172260284423828,0.4482977092266083
0.029000021517276764,0.9922727346420288,0.13735662400722504,0.9725257158279419
