loss,accuracy,val_loss,val_accuracy
3.1867902278900146,0.1560419350862503,2.0122127532958984,0.3222486078739166
1.9637658596038818,0.3715466558933258,1.121858835220337,0.6060965657234192
1.1581530570983887,0.6287339329719543,0.44467636942863464,0.8577988743782043
0.742488443851471,0.7637050151824951,0.3550141751766205,0.9060174226760864
0.5395485162734985,0.8311522603034973,0.1877245157957077,0.9382422566413879
0.4123864769935608,0.875411331653595,0.8716106414794922,0.7814726829528809
0.34202131628990173,0.8980128169059753,0.6343420147895813,0.8312747478485107
0.2838139235973358,0.9191092252731323,5.438044548034668,0.275534451007843
0.2392892986536026,0.9319915175437927,5.919968128204346,0.1802850365638733
0.21403943002223969,0.9394147992134094,0.29090267419815063,0.9246239066123962
0.18319834768772125,0.9492869973182678,0.3349270224571228,0.927078366279602
0.17265938222408295,0.9535216093063354,0.33481770753860474,0.9315914511680603
0.15486550331115723,0.9575775861740112,0.31428295373916626,0.936262845993042
0.14670096337795258,0.9606642723083496,0.633287787437439,0.8634204268455505
0.12955622375011444,0.9645927548408508,0.12382635474205017,0.9718922972679138
0.11701816320419312,0.9678069353103638,0.1221538558602333,0.9732383489608765
0.11008366197347641,0.9700772762298584,0.17951706051826477,0.961361825466156
0.10625680536031723,0.9703323841094971,0.14726696908473969,0.969437837600708
0.09467077255249023,0.9741588234901428,0.45208820700645447,0.9086302518844604
0.09048779308795929,0.9756639003753662,0.2106405347585678,0.9590657353401184
0.08915437012910843,0.9759700298309326,0.1185297966003418,0.9770388007164001
0.08326643705368042,0.9779852628707886,0.09578532725572586,0.9795724749565125
0.07612249255180359,0.9781383275985718,0.17635461688041687,0.9628661870956421
0.07580771297216415,0.9800770282745361,0.1285427063703537,0.9779097437858582
0.07300867140293121,0.9819392561912537,0.21414814889431,0.964845597743988
0.07022112607955933,0.981301486492157,0.12444376200437546,0.978384792804718
0.06404247134923935,0.982296347618103,0.171420156955719,0.9707838296890259
0.0646592229604721,0.9828575849533081,0.19435839354991913,0.9588282108306885
0.06282733380794525,0.9822453260421753,0.12486331909894943,0.9794141054153442
0.06263909488916397,0.9831637144088745,0.15279312431812286,0.9737133979797363
